상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220814139431,시네마모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100760009,1,대지,76,9.0,대전광역시 동구 용전동 76-9,301104292214.0,대전광역시 동구 동서대로1725번길,18.0,,3011011500100760009003620,,대전광역시 동구 동서대로1725번길 18,300824,34550,,,,127.440589599249,36.351561500787
MA010120220814098804,비인베스트먼트,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200113370000,1,대지,1337,,대전광역시 서구 둔산동 1337,301704298177.0,대전광역시 서구 대덕대로234번길,21.0,,3017011200113370000020793,,대전광역시 서구 대덕대로234번길 21,302830,35233,,,,127.380942891832,36.353790891351
MA010120220814082557,산호파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100680006,1,대지,68,6.0,대전광역시 동구 용전동 68-6,301104292213.0,대전광역시 동구 동서대로1705번길,11.0,,3011011500100680006004182,,대전광역시 동구 동서대로1705번길 11,300824,34551,,,,127.438458663552,36.3504159295864
MA010120220814293348,수가2,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200547,노은2동,3020013200,하기동,3020013200105320002,1,대지,532,2.0,대전광역시 유성구 하기동 532-2,302003167037.0,대전광역시 유성구 송림로,52.0,,3020013200105320002000001,,대전광역시 유성구 송림로 52,305358,34098,,4,,127.323542959411,36.3869969609562
MA010120220814279259,한밭여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500109100012,1,대지,910,12.0,대전광역시 중구 대흥동 910-12,301404295028.0,대전광역시 중구 계룡로955번길,36.0,,3014010500105950007011976,,대전광역시 중구 계룡로955번길 36,301804,34947,,,,127.418140406122,36.3199915674115
MA010120220814251912,시애틀모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100630008,1,대지,63,8.0,대전광역시 동구 용전동 63-8,301104292209.0,대전광역시 동구 동서대로1683번길,58.0,,3011011500100630008003565,,대전광역시 동구 동서대로1683번길 58,300824,34551,,,,127.435708305413,36.3517458385164
MA010120220814315142,행운장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100104440017,1,대지,444,17.0,대전광역시 유성구 봉명동 444-17,302004301021.0,대전광역시 유성구 계룡로59번길,16.0,,3020011100104440017013789,,대전광역시 유성구 계룡로59번길 16,305301,34169,,,,127.337999620292,36.3554623359501
MA0101202210A0071478,에이스텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101430002,1,대지,143,2.0,대전광역시 중구 산성동 143-2,301403165034.0,대전광역시 중구 유등천동로,326.0,10.0,3014011700101430002006991,,대전광역시 중구 유등천동로 326-10,301817,34987,,,,127.38785307156,36.3107827027266
MA010120220814368477,첼로파크여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101150005,1,대지,115,5.0,대전광역시 중구 은행동 115-5,301404295291.0,대전광역시 중구 목척7길,30.0,,3014010100101150005016567,,대전광역시 중구 목척7길 30,301838,34832,,,,127.426014993733,36.330520242259
MA010120220814389439,스타파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104010018,1,대지,401,18.0,대전광역시 대덕구 중리동 401-18,302304304449.0,대전광역시 대덕구 중리로7번길,6.0,24.0,3023010900104010018010491,,대전광역시 대덕구 중리로7번길 6-24,306824,34394,,,,127.424968982242,36.3606891196008
MA010120220814340113,상아장모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105460003,1,대지,546,3.0,대전광역시 유성구 봉명동 546-3,302003167045.0,대전광역시 유성구 온천로,72.0,,3020011100105460003013592,,대전광역시 유성구 온천로 72,305301,34187,,,,127.345761084208,36.3546669233931
MA0101202211A0026365,시애틀,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103350045,1,대지,335,45.0,대전광역시 중구 유천동 335-45,301404295107.0,대전광역시 중구 대둔산로494번길,15.0,,3014011500103350045010076,,대전광역시 중구 대둔산로494번길 15,301837,34978,,,,127.390037061043,36.3134615801343
MA0101202211A0103323,샘모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105420012,1,대지,542,12.0,대전광역시 유성구 봉명동 542-12,302004301013.0,대전광역시 유성구 계룡로155번길,10.0,,3020011100105420012013282,,대전광역시 유성구 계룡로155번길 10,305301,34187,,,,127.347951985181,36.3524798568981
MA0101202211A0008947,초이스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780004,1,대지,78,4.0,대전광역시 동구 용전동 78-4,301104292573.0,대전광역시 동구 한밭대로1314번길,21.0,,3011011500100780004003779,,대전광역시 동구 한밭대로1314번길 21,300824,34550,,,,127.439043443718,36.3512117773629
MA0101202211A0037072,모텔하니,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170587,월평2동,3017011300,월평동,3017011300102500000,1,대지,250,,대전광역시 서구 월평동 250,301703166041.0,대전광역시 서구 월평북로,88.0,16.0,3017011300102500000020160,,대전광역시 서구 월평북로 88-16,302847,35214,,5,,127.377928637583,36.3615439915058
MA0101202211A0067930,비에디션,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,I55101,호텔업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105480013,1,대지,548,13.0,대전광역시 유성구 봉명동 548-13,302003010024.0,대전광역시 유성구 계룡로,127.0,,3020011100105480013012607,라마다호텔,대전광역시 유성구 계룡로 127,305301,34187,,2,,127.344703826967,36.353192098739
MA0101202211A0096235,스테이코지,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30110,동구,30110515,중앙동,3011011200,신안동,3011011200102440003,1,대지,244,3.0,대전광역시 동구 신안동 244-3,301104292389.0,대전광역시 동구 신안길,7.0,,3011011200102440003022704,,대전광역시 동구 신안길 7,300060,34604,,,,127.440168413637,36.3310199724672
MA0101202302A0111720,호텔본,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100640021,1,대지,64,21.0,대전광역시 동구 용전동 64-21,301104292209.0,대전광역시 동구 동서대로1683번길,84.0,,3011011500100640021003053,,대전광역시 동구 동서대로1683번길 84,300824,34549,,,,127.43584540232,36.3528189746839
MA0101202210A0054006,두바이모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100630025,1,대지,63,25.0,대전광역시 동구 용전동 63-25,301104292211.0,대전광역시 동구 동서대로1695번길,47.0,,3011011500100630025003604,,대전광역시 동구 동서대로1695번길 47,300824,34551,,4,,127.43661190457,36.3515878767276
MA0101202210A0075677,저스트슬립호텔둔산,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170630,둔산1동,3017011200,둔산동,3017011200114690000,1,대지,1469,,대전광역시 서구 둔산동 1469,301704298320.0,대전광역시 서구 둔산로137번길,21.0,,3017011200114690000022243,대승빌딩,대전광역시 서구 둔산로137번길 21,302831,35240,,,,127.38897681666,36.3522730806737
MA010120220805252873,삼오모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101210037,1,대지,121,37.0,대전광역시 대덕구 신탄진동 121-37,302304304325.0,대전광역시 대덕구 신탄진동로7번안길,23.0,,3023012600101210037011147,삼오파크,대전광역시 대덕구 신탄진동로7번안길 23,306815,34311,,,,127.430818817784,36.4508954882668
MA0101202210A0082724,탑클라우드,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105400015,1,대지,540,15.0,대전광역시 유성구 봉명동 540-15,302004301284.0,대전광역시 유성구 온천로101번길,20.0,,3020011100105400015011774,탑클라우드호텔대전점,대전광역시 유성구 온천로101번길 20,305301,34186,,,,127.349454463367,36.3553540098792
MA0101202211A0095031,투유파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101570017,1,대지,157,17.0,대전광역시 대덕구 신탄진동 157-17,302303168021.0,대전광역시 대덕구 신탄진동로,29.0,,3023012600101570017004142,,대전광역시 대덕구 신탄진동로 29,306816,34310,,,,127.432657666583,36.4480833719994
MA010120220800143347,크리스마스호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104100000,1,대지,410,,대전광역시 대덕구 중리동 410,302304304501.0,대전광역시 대덕구 한밭대로1149번길,15.0,9.0,3023010900104100000014143,,대전광역시 대덕구 한밭대로1149번길 15-9,306824,34395,,,,127.425880185062,36.3595128643549
MA010120220800101521,시나브로,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106580003,1,대지,658,3.0,대전광역시 유성구 봉명동 658-3,302004301288.0,대전광역시 유성구 온천북로59번길,9.0,,3020011100106580003013255,,대전광역시 유성구 온천북로59번길 9,305301,34185,,,,127.349163323399,36.3568665181938
MA010120220800047513,그레이스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100360012,1,대지,36,12.0,대전광역시 중구 대흥동 36-12,301403165010.0,대전광역시 중구 문창로,109.0,10.0,3014010500100360012031972,,대전광역시 중구 문창로 109-10,301802,34928,,,,127.430950744201,36.3226668754704
MA010120220800456658,저스트슬립호텔대전,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170630,둔산1동,3017011200,둔산동,3017011200114690000,1,대지,1469,,대전광역시 서구 둔산동 1469,301704298320.0,대전광역시 서구 둔산로137번길,21.0,,3017011200114690000022243,대승빌딩,대전광역시 서구 둔산로137번길 21,302831,35240,,6,,127.38897681666,36.3522730806737
MA010120220800615563,파로스호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106630002,1,대지,663,2.0,대전광역시 유성구 봉명동 663-2,302004301444.0,대전광역시 유성구 한밭대로492번길,26.0,28.0,3020011100106630002012840,,대전광역시 유성구 한밭대로492번길 26-28,305301,34184,,,,127.351275004518,36.3588517300356
MA010120220800608944,산호,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100140006,1,대지,14,6.0,대전광역시 동구 정동 14-6,301104292395.0,대전광역시 동구 역전1길,37.0,,3011011900100140006020637,,대전광역시 동구 역전1길 37,300150,34626,,,,127.431998336821,36.3333156749213
MA010120220800758433,비앤비호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101330000,1,대지,133,,대전광역시 중구 대흥동 133,301404295204.0,대전광역시 중구 대흥로157번길,28.0,,3014010500101330000013581,,대전광역시 중구 대흥로157번길 28,301802,34925,,,,127.428788245166,36.3259731800616
MA010120220800758776,콩모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100950035,1,대지,95,35.0,대전광역시 중구 대흥동 95-35,301404295207.0,대전광역시 중구 대흥로169번길,12.0,,3014010500100950035031246,,대전광역시 중구 대흥로169번길 12,301802,34927,,,,127.43059421413,36.3257474702484
MA010120220800759504,나루무인텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101530001,1,대지,153,1.0,대전광역시 대덕구 신탄진동 153-1,302304304324.0,대전광역시 대덕구 신탄진동로7번길,24.0,,3023012600101530001022370,,대전광역시 대덕구 신탄진동로7번길 24,306815,34311,,,,127.430278649431,36.4484866107879
MA010120220800926615,노블레스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410023,1,대지,341,23.0,대전광역시 중구 유천동 341-23,301404295109.0,대전광역시 중구 대둔산로509번길,7.0,,3014011500103410023031858,,대전광역시 중구 대둔산로509번길 7,301837,34987,,,,127.389207475105,36.3141693357538
MA010120220800917913,초원의집모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100520013,1,대지,52,13.0,대전광역시 중구 문창동 52-13,301404295309.0,대전광역시 중구 문창로94번길,28.0,,3014010600100520013027416,,대전광역시 중구 문창로94번길 28,301809,34930,,,,127.433619000498,36.3217782920649
MA010120220800857962,늘푸른,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104510005,1,대지,451,5.0,대전광역시 유성구 궁동 451-5,302004301142.0,대전광역시 유성구 대학로81번길,32.0,19.0,3020012200104510005011419,,대전광역시 유성구 대학로81번길 32-19,305335,34167,,,,127.342767422567,36.3622029332462
MA010120220800830915,라온아이엔씨,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170587,월평2동,3017011300,월평동,3017011300102440000,1,대지,244,,대전광역시 서구 월평동 244,301702010001.0,대전광역시 서구 대덕대로,319.0,,3017011300102440000020154,,대전광역시 서구 대덕대로 319,302847,35214,,,,127.379088091042,36.3614689099531
MA010120220800843711,대전호텔박스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100340000,1,대지,34,,대전광역시 중구 대흥동 34,301404295155.0,대전광역시 중구 대종로432번길,28.0,,3014010500100340000015311,,대전광역시 중구 대종로432번길 28,301802,34928,,,,127.430351762236,36.3238626920732
MA010120220801032209,스카이호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101410007,1,대지,141,7.0,대전광역시 대덕구 신탄진동 141-7,302304304316.0,대전광역시 대덕구 신탄진동로23번길,43.0,,3023012600101410007019163,,대전광역시 대덕구 신탄진동로23번길 43,306815,34311,,,,127.431195363153,36.4497437007603
MA010120220800954632,서원장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230570,덕암동,3023011500,덕암동,3023011500100080002,1,대지,8,2.0,대전광역시 대덕구 덕암동 8-2,302304304168.0,대전광역시 대덕구 덕암로265번길,59.0,,3023011500100080002002269,,대전광역시 대덕구 덕암로265번길 59,306803,34330,,,,127.422760896079,36.4453502431662
MA010120220801141828,이티모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103300017,1,대지,330,17.0,대전광역시 중구 유천동 330-17,301404295538.0,대전광역시 중구 유천로17번안길,52.0,,3014011500103300017031365,,대전광역시 중구 유천로17번안길 52,301837,34977,,,,127.392174894315,36.3149325013209
MA010120220801150466,아트빈,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104110023,1,대지,411,23.0,대전광역시 대덕구 중리동 411-23,302304304501.0,대전광역시 대덕구 한밭대로1149번길,21.0,,3023010900104110023019038,,대전광역시 대덕구 한밭대로1149번길 21,306824,34395,,,,127.426154307609,36.3601180183268
MA010120220801770363,타임모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230570,덕암동,3023011600,상서동,3023011600108300003,1,대지,830,3.0,대전광역시 대덕구 상서동 830-3,302304304144.0,대전광역시 대덕구 덕암로148번길,34.0,,3023011600108300003007974,,대전광역시 대덕구 덕암로148번길 34,306200,34334,,1,,127.422766506139,36.4325436855867
MA010120220801994183,脾「晁,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110037,1,대지,111,37.0,대전광역시 동구 용전동 111-37,301102010003.0,대전광역시 동구 동서대로,1715.0,9.0,3011011500101110037004084,,대전광역시 동구 동서대로 1715-9,300824,34550,,,,127.439560582361,36.3505653026594
MA010120220802279817,운현장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100100001,1,대지,10,1.0,대전광역시 중구 문창동 10-1,301404295151.0,대전광역시 중구 대종로386번길,84.0,,3014010600100100001016717,,대전광역시 중구 대종로386번길 84,301809,34930,,,,127.434452505905,36.3220255773523
MA010120220802676887,여관/모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100640010,1,대지,64,10.0,대전광역시 중구 대사동 64-10,301404295350.0,대전광역시 중구 보문로162번길,94.0,,3014011000100640010025129,,대전광역시 중구 보문로162번길 94,301800,34935,,,,127.43061815639,36.3193937339125
MA010120220802801621,팬트하우스리빙텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200109150000,1,대지,915,,대전광역시 서구 둔산동 915,301703166051.0,대전광역시 서구 청사로,228.0,,3017011200109150000019966,,대전광역시 서구 청사로 228,302828,35209,,12,,127.38909888242,36.3594656665438
MA010120220802980575,자우리호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104520030,1,대지,452,30.0,대전광역시 중구 대흥동 452-30,301404295200.0,대전광역시 중구 대흥로111번길,35.0,,3014010500104520030012301,,대전광역시 중구 대흥로111번길 35,301803,34917,,,,127.423741541694,36.3246331253082
MA010120220802920819,팰리스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102120003,1,대지,212,3.0,대전광역시 중구 대흥동 212-3,301404295357.0,대전광역시 중구 보문로260번길,45.0,,3014010500102120003017376,,대전광역시 중구 보문로260번길 45,301802,34913,,4,,127.424461092068,36.3267455277483
MA010120220802939356,러브앤피스,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30110,동구,30110560,용운동,3011010900,용운동,3011010900103900014,1,대지,390,14.0,대전광역시 동구 용운동 390-14,301104292324.0,대전광역시 동구 새울로68번길,23.0,16.0,3011010900103900014027654,,대전광역시 동구 새울로68번길 23-16,300821,34522,,2,,127.464191537732,36.3249114082915
MA010120220802885896,호텔마이스테이,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500105080007,1,대지,508,7.0,대전광역시 중구 대흥동 508-7,301403010017.0,대전광역시 중구 중교로,10.0,,3014010500105080007015002,,대전광역시 중구 중교로 10,301805,34941,,,,127.421260738597,36.3242426131429
MA010120220802864357,제이앤케이클래식호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170560,괴정동,3017010800,괴정동,3017010800104260013,1,대지,426,13.0,대전광역시 서구 괴정동 426-13,301704298084.0,대전광역시 서구 계룡로620번길,32.0,,3017010800104260013007510,,대전광역시 서구 계룡로620번길 32,302816,35299,,,,127.389939079298,36.3388944355352
MA010120220803036514,반디고시텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104120011,1,대지,412,11.0,대전광역시 중구 대흥동 412-11,301404295201.0,대전광역시 중구 대흥로121번길,12.0,,3014010500104120011008225,,대전광역시 중구 대흥로121번길 12,301803,34919,,3,,127.425582955066,36.3241282729482
MA010120220803210326,무명여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170550,용문동,3017010500,용문동,3017010500105890004,1,대지,589,4.0,대전광역시 서구 용문동 589-4,301704298084.0,대전광역시 서구 계룡로620번길,7.0,,3017010500105890004012703,,대전광역시 서구 계룡로620번길 7,302845,35300,,,,127.391115204417,36.3394952587802
MA010120220803169480,프라임모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200113270000,1,대지,1327,,대전광역시 서구 둔산동 1327,301704298327.0,대전광역시 서구 둔산로65번길,30.0,,3017011200113270000021737,,대전광역시 서구 둔산로65번길 30,302830,35233,,,,127.381352891683,36.3526664542165
MA010120220803162701,석류민박,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30170,서구,30170600,기성동,3017012000,장안동,3017012000103780003,1,대지,378,3.0,대전광역시 서구 장안동 378-3,301703166047.0,대전광역시 서구 장안로,642.0,,3017012000103780003000001,,대전광역시 서구 장안로 642,302040,35428,,,,127.339700719338,36.2078729088008
MA010120220803389639,컨티뉴,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170586,월평1동,3017011300,월평동,3017011300105120001,1,대지,512,1.0,대전광역시 서구 월평동 512-1,301703166040.0,대전광역시 서구 월평로,53.0,9.0,3017011300105120000020446,,대전광역시 서구 월평로 53-9,302852,35222,,,,127.362758897537,36.3566063336809
MA010120220803365368,에이스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104110006,1,대지,411,6.0,대전광역시 대덕구 중리동 411-6,302304304501.0,대전광역시 대덕구 한밭대로1149번길,25.0,11.0,3023010900104110006022992,,대전광역시 대덕구 한밭대로1149번길 25-11,306824,34395,,,,127.42575318522,36.3601160912811
MA010120220803391931,포시즌모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170630,둔산1동,3017011200,둔산동,3017011200114880001,1,대지,1488,1.0,대전광역시 서구 둔산동 1488-1,301704298303.0,대전광역시 서구 둔산남로105번길,32.0,,3017011200114880001022031,,대전광역시 서구 둔산남로105번길 32,302831,35241,,,,127.389492590404,36.3504281562671
MA010120220803314709,스테이어반트비지니스감성호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106530004,1,대지,653,4.0,대전광역시 유성구 봉명동 653-4,302004301287.0,대전광역시 유성구 온천북로33번길,8.0,27.0,3020011100106530004013322,,대전광역시 유성구 온천북로33번길 8-27,305301,34185,,,,127.348425945593,36.3571058361186
MA010120220803316321,캠프향기,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55109,기타 일반 및 생활 숙박시설 운영업,30,대전광역시,30110,동구,30110740,산내동,3011014400,상소동,3011014400100500000,1,대지,50,,대전광역시 동구 상소동 50,301103000089.0,대전광역시 동구 산내로,710.0,,3011014400100500000000001,,대전광역시 동구 산내로 710,300240,34712,,,,127.466154987811,36.2361637811
MA010120220803344986,플러스빌,,I1,숙박,I101,일반 숙박,I10103,펜션,I55109,기타 일반 및 생활 숙박시설 운영업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100680011,1,대지,68,11.0,대전광역시 동구 용전동 68-11,301102010003.0,대전광역시 동구 동서대로,1699.0,14.0,3011011500100680011004270,,대전광역시 동구 동서대로 1699-14,300824,34551,,3,,127.438259162642,36.35027079172
MA010120220803298654,노크인호텔대전,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110003,1,대지,111,3.0,대전광역시 동구 용전동 111-3,301104292574.0,대전광역시 동구 한밭대로1316번길,35.0,,3011011500101110003003992,,대전광역시 동구 한밭대로1316번길 35,300824,34550,,,,127.439347547338,36.3507535662105
MA010120220803295385,신도장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011012000,중동,3011012000100160007,1,대지,16,7.0,대전광역시 동구 중동 16-7,301104292483.0,대전광역시 동구 중앙로193번길,25.0,,3011012000100160007022242,,대전광역시 동구 중앙로193번길 25,300160,34627,,,,127.429905902108,36.3315572805136
MA010120220803257385,아르데코모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100770017,1,대지,77,17.0,대전광역시 동구 용전동 77-17,301104292213.0,대전광역시 동구 동서대로1705번길,38.0,16.0,3011011500100770017003563,,대전광역시 동구 동서대로1705번길 38-16,300824,34550,,,,127.438895312045,36.3516707201435
MA010120220803257701,호텔벤,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100680004,1,대지,68,4.0,대전광역시 동구 용전동 68-4,301104292213.0,대전광역시 동구 동서대로1705번길,21.0,,3011011500100680004003959,,대전광역시 동구 동서대로1705번길 21,300824,34551,,,,127.438266354483,36.3508205889539
MA010120220803251390,상원빌,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102820006,1,대지,282,6.0,대전광역시 중구 선화동 282-6,301404295560.0,대전광역시 중구 중앙로109번길,43.0,,3014010200102820006012733,,대전광역시 중구 중앙로109번길 43,301822,34836,,,,127.420924629353,36.3290266457283
