index,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,longitude,latitude
2666,MA010120220805770672,수미감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101720003,1,대지,172,3.0,대전광역시 중구 오류동 172-3,301403165031.0,대전광역시 중구 오류로,30.0,,3014011300101720003023848,,대전광역시 중구 오류로 30,301828,34910,,1,,127.404718612386,36.3231519746966,127.404706495343,36.3231962689561
2676,MA010120220805770222,곤두레나물밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101980135,1,대지,198,135.0,대전광역시 중구 대사동 198-135,301403165013.0,대전광역시 중구 보문산공원로,510.0,,3014011000101980135030482,,대전광역시 중구 보문산공원로 510,301846,35045,,,,127.423030506528,36.3138146292224,127.423024769334,36.3138206974638
2691,MA010120220805768691,24시옛날양푼이동태찌개,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103350042,1,대지,335,42.0,대전광역시 중구 유천동 335-42,301403000093.0,대전광역시 중구 대둔산로,496.0,,3014011500103350042007671,,대전광역시 중구 대둔산로 496,301837,34978,,,,127.389571053098,36.3132429004322,127.389569285572,36.3132473442559
2698,MA010120220805768732,태평자연산잡어회,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103480025,1,대지,348,25.0,대전광역시 중구 태평동 348-25,301403165041.0,대전광역시 중구 태평로,161.0,,3014011400103480001002344,,대전광역시 중구 태평로 161,301844,34874,,1,,127.396817135383,36.3310343795366,127.39681263253,36.3310387415019
2701,MA010120220805768750,두리호프,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600101250004,1,대지,125,4.0,대전광역시 중구 문화동 125-4,301403165002.0,대전광역시 중구 과례로,28.0,,3014011600101250004027514,용정빌라,대전광역시 중구 과례로 28,301812,35020,,,,127.410668798512,36.3109424115582,127.410664936785,36.3109438836365
2702,MA010120220805768751,들장미식당,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100420008,1,대지,42,8.0,대전광역시 중구 문창동 42-8,301403165010.0,대전광역시 중구 문창로,85.0,,3014010600100420008013597,,대전광역시 중구 문창로 85,301809,34931,,,,127.432558225497,36.3206196541236,127.432551696506,36.320620780134
2708,MA010120220805766440,명성복돼지,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103320019,1,대지,332,19.0,대전광역시 중구 태평동 332-19,301404295501.0,대전광역시 중구 수침로55번길,48.0,,3014011400103320019031073,,대전광역시 중구 수침로55번길 48,301843,34893,,,,127.398329559446,36.3255533718205,127.398320728026,36.3255594309727
2715,MA010120220805769654,만인식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600103680008,1,대지,368,8.0,대전광역시 중구 문창동 368-8,301404295352.0,대전광역시 중구 보문로19번길,3.0,,3014010600103680008023980,,대전광역시 중구 보문로19번길 3,301810,35033,,,,127.43862847202,36.3143305063121,127.438627294445,36.3143343722157
2718,MA010120220805770598,해맑은식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100620001,1,대지,62,1.0,대전광역시 중구 석교동 62-1,301404295223.0,대전광역시 중구 돌다리로8번길,3.0,,3014010700100620001030292,,대전광역시 중구 돌다리로8번길 3,301820,35060,,,,127.442120698148,36.3087139940519,127.442116838001,36.3087129415686
2720,MA010120220805770929,미가참숯구이,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010213,1,대지,1,213.0,대전광역시 중구 문화동 1-213,301403010024.0,대전광역시 중구 계룡로,909.0,,3014011600100010213030175,,대전광역시 중구 계룡로 909,301811,34944,,,,127.41434440369,36.3212528123383,127.414342877252,36.3212594250418
2737,MA010120220805769019,송가네참옻집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103500026,1,대지,350,26.0,대전광역시 중구 태평동 350-26,301403165041.0,대전광역시 중구 태평로,181.0,1.0,3014011400103500026018340,,대전광역시 중구 태평로 181-1,301844,34874,,,,127.397751457516,36.3326523326325,127.397742495711,36.3326573190849
2749,MA010120220805769092,돈보따리식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101310002,1,대지,131,2.0,대전광역시 중구 대흥동 131-2,301404295157.0,대전광역시 중구 대종로460번길,24.0,,3014010500101310002014343,,대전광역시 중구 대종로460번길 24,301802,34925,,,,127.428876095135,36.3261448382394,127.428869116773,36.3261520486863
2759,MA010120220805766462,정식당2,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102180002,1,대지,218,2.0,대전광역시 중구 대흥동 218-2,301404295565.0,대전광역시 중구 중앙로130번길,37.0,12.0,3014010500102180002020163,,대전광역시 중구 중앙로130번길 37-12,301802,34915,,,,127.425698350362,36.3266162904355,127.425695175416,36.3266155153206
2775,MA010120220805769027,양정숯불생고기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100980002,1,대지,98,2.0,대전광역시 중구 문화동 98-2,301404295399.0,대전광역시 중구 보문산로293번길,30.0,,3014011600100980002030178,,대전광역시 중구 보문산로293번길 30,301812,35020,,,,127.411301543541,36.3112068932573,127.411301019145,36.3112109694345
2818,MA010120220805776720,쪽방집별관,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102920001,1,대지,292,1.0,대전광역시 중구 대흥동 292-1,301404295356.0,대전광역시 중구 보문로254번길,46.0,,3014010500102920001022016,,대전광역시 중구 보문로254번길 46,301804,34915,,1,,127.424622516552,36.3259982636314,127.424619488449,36.3260054596972
2849,MA010120220805767103,갈치조림고을,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103290026,1,대지,329,26.0,대전광역시 중구 유천동 329-26,301404295544.0,대전광역시 중구 유천로47번길,114.0,,3014011500103290026026377,,대전광역시 중구 유천로47번길 114,301837,34977,,1,,127.391847336622,36.3155256634765,127.391841246929,36.3155317097217
2851,MA010120220805767479,청천강식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100101620005,1,대지,162,5.0,대전광역시 중구 부사동 162-5,301404295606.0,대전광역시 중구 충무로92번길,44.0,,3014011100101620005024789,,대전광역시 중구 충무로92번길 44,301815,35022,,,,127.428305355285,36.315840759537,127.428299289932,36.315841734292
2863,MA010120220805776722,무궁화유흥주점,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200100130001,1,대지,13,1.0,대전광역시 중구 용두동 13-1,301403164033.0,대전광역시 중구 중앙로,21.0,,3014011200100130001011649,무궁화프라자,대전광역시 중구 중앙로 21,301830,34870,,,,127.41470876731,36.3231652567862,127.414705991608,36.3231652388569
2870,MA010120220805770014,흥부네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102690007,1,대지,269,7.0,대전광역시 중구 유천동 269-7,301403165035.0,대전광역시 중구 유천로,13.0,,3014011500102690007025086,,대전광역시 중구 유천로 13,301836,34985,,1,,127.398809204417,36.3138575047829,127.398803264369,36.3138605187552
2881,MA010120220805769810,유등마을떡방앗간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103500003,1,대지,350,3.0,대전광역시 중구 태평동 350-3,301403165041.0,대전광역시 중구 태평로,177.0,,3014011400103500003030766,,대전광역시 중구 태평로 177,301844,34874,,1,,127.397532368666,36.3321735647981,127.397531425999,36.3321734583727
2882,MA010120220805770142,신도칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400100690003,1,대지,69,3.0,대전광역시 중구 중촌동 69-3,301403165007.0,대전광역시 중구 대전천서로,679.0,1.0,3014010400100690003003369,,대전광역시 중구 대전천서로 679-1,301840,34803,,,,127.411730929587,36.3429782029285,127.411726109644,36.3429794354353
2889,MA010120220805767843,대성식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103010021,1,대지,301,21.0,대전광역시 중구 유천동 301-21,301404295544.0,대전광역시 중구 유천로47번길,76.0,,3014011500103010021023175,,대전광역시 중구 유천로47번길 76,301837,34976,,1,,127.39381475812,36.3160043082335,127.393791305638,36.3160246454667
2909,MA010120220805769989,허갈닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140550,목동,3014010300,목동,3014010300100930018,1,대지,93,18.0,대전광역시 중구 목동 93-18,301403165046.0,대전광역시 중구 목동로,48.0,,3014010300100930018029442,,대전광역시 중구 목동로 48,301808,34816,,1,,127.407290466527,36.3350342601266,127.407287508182,36.3350344691051
2914,MA010120220805770056,해뜨는집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600103730003,1,대지,373,3.0,대전광역시 중구 문창동 373-3,301404295142.0,대전광역시 중구 대종로296번길,17.0,,3014010600103730003007740,,대전광역시 중구 대종로296번길 17,301810,35033,,,,127.436486982285,36.3132479354685,127.436481841202,36.3132495460824
2925,MA010120220805770465,반가와요,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600104750001,1,대지,475,1.0,대전광역시 중구 문화동 475-1,301403165039.0,대전광역시 중구 천근로,22.0,,3014011600104750001007778,천근종합상가,대전광역시 중구 천근로 22,301813,35004,,,,127.402259976204,36.3096659444751,127.402251905231,36.3096720846746
2937,MA010120220805770544,신김밥나라,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100950006,1,대지,95,6.0,대전광역시 중구 대흥동 95-6,301403010006.0,대전광역시 중구 대흥로,175.0,,3014010500100950006008546,,대전광역시 중구 대흥로 175,301802,34927,,,,127.431130840062,36.3254706362468,127.431130067307,36.3254740700773
2948,MA010120220805767183,두건호텔리어,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103270006,1,대지,327,6.0,대전광역시 중구 태평동 327-6,301404295623.0,대전광역시 중구 평촌로105번길,58.0,,3014011400103270006019046,,대전광역시 중구 평촌로105번길 58,301843,34893,,1,,127.397685676023,36.3252797531198,127.397681274854,36.3252789507283
2959,MA010120220805770464,전자상거래,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100970004,1,대지,97,4.0,대전광역시 중구 석교동 97-4,301404295222.0,대전광역시 중구 돌다리로7번길,57.0,1.0,3014010700100970004019493,그린빌라,대전광역시 중구 돌다리로7번길 57-1,301820,35061,,,,127.445213457925,36.3075477373268,127.44521183421,36.3075517313304
2962,MA010120220805770495,순자식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700102730017,1,대지,273,17.0,대전광역시 중구 산성동 273-17,301403000093.0,대전광역시 중구 대둔산로,372.0,1.0,3014011700102730017002924,,대전광역시 중구 대둔산로 372-1,301819,35056,,1,,127.386392298273,36.3025107003429,127.386388693608,36.3025107209315
2971,MA010120220805770875,롯데리아,,I2,음식,I210,기타 간이,I21004,버거,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400104120001,1,대지,412,1.0,대전광역시 중구 중촌동 412-1,301403165009.0,대전광역시 중구 목중로,22.0,,3014010400104120001000473,용신빌딩,대전광역시 중구 목중로 22,301841,34814,,1,,127.411549330141,36.3360196441229,127.411544351918,36.3360416403468
2983,MA010120220805767884,남촌회관,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010175,1,대지,1,175.0,대전광역시 중구 문화동 1-175,301404295571.0,대전광역시 중구 중앙로16번길,27.0,7.0,3014011600100010175012185,,대전광역시 중구 중앙로16번길 27-7,301812,34944,,,,127.414864259797,36.3217330231457,127.414862556277,36.3217338050832
2992,MA010120220805766529,옛날짜장천안문,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500105010002,1,대지,501,2.0,대전광역시 중구 대흥동 501-2,301403165023.0,대전광역시 중구 선화서로,6.0,,3014010500105010002012315,,대전광역시 중구 선화서로 6,301805,34940,,,,127.420066457382,36.3245883143086,127.420057481123,36.3245920413464
2997,MA010120220805770767,산성골,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700102730008,1,대지,273,8.0,대전광역시 중구 산성동 273-8,301404295093.0,대전광역시 중구 대둔산로364번길,9.0,,3014011700102730008022439,,대전광역시 중구 대둔산로364번길 9,301819,35056,,,,127.386731186785,36.3018905722189,127.386722428,36.3018918816337
3002,MA010120220805770855,이츠,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100750006,1,대지,75,6.0,대전광역시 중구 대사동 75-6,301403164032.0,대전광역시 중구 보문로,146.0,15.0,3014011000100750006032198,,대전광역시 중구 보문로 146-15,301800,35022,,1,,127.427496644915,36.3167832083881,127.427496107583,36.316782646014
3005,MA010120220805770866,이삭토스트,,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600102840094,1,대지,284,94.0,대전광역시 중구 문화동 284-94,301403165047.0,대전광역시 중구 문화로,173.0,,3014011600103720016031642,,대전광역시 중구 문화로 173,301811,34960,,,,127.404416296797,36.314579536925,127.404412212748,36.3145842474273
3024,MA010120220805766838,홍콩반점,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102690020,1,대지,269,20.0,대전광역시 중구 유천동 269-20,301404295537.0,대전광역시 중구 유천로17번길,17.0,,3014011500102690020025084,,대전광역시 중구 유천로17번길 17,301836,34985,,,,127.39795182888,36.3138441775777,127.397950907985,36.3138463269228
3042,MA010120220805771192,대청갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700102970008,1,대지,297,8.0,대전광역시 중구 산성동 297-8,301403010022.0,대전광역시 중구 보문산로,95.0,,3014011700102970008012831,,대전광역시 중구 보문산로 95,301819,35013,,,,127.390822005148,36.3056066354588,127.390846282565,36.30564532075
3049,MA010120220805771227,사모아참치,,I2,음식,I203,일식,I20301,일식 회/초밥,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400100120002,1,대지,12,2.0,대전광역시 중구 중촌동 12-2,301404295279.0,대전광역시 중구 목중로26번길,45.0,,3014010400100120002003302,중도상가,대전광역시 중구 목중로26번길 45,301840,34812,,,,127.412706053644,36.3377377130473,127.412698552812,36.337740342139
3052,MA010120220805771246,연화식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100620014,1,대지,62,14.0,대전광역시 중구 석교동 62-14,301404295223.0,대전광역시 중구 돌다리로8번길,7.0,,3014010700100620014005011,,대전광역시 중구 돌다리로8번길 7,301820,35060,,,,127.441930568269,36.3088302702465,127.441928479105,36.3088375501366
3061,MA010120220805769221,한가네닭발집,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200101220017,1,대지,122,17.0,대전광역시 중구 선화동 122-17,301403010011.0,대전광역시 중구 선화로,131.0,,3014010200101220017002249,,대전광역시 중구 선화로 131,301824,34834,,,,127.421635002326,36.3308686429201,127.421631410326,36.3308732908062
3068,MA010120220805768886,정동올갱이,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100680012,1,대지,68,12.0,대전광역시 중구 석교동 68-12,301403010004.0,대전광역시 중구 대종로,204.0,,3014010700100680012000906,,대전광역시 중구 대종로 204,301821,35036,,1,,127.444660885317,36.3085275433954,127.44466000456,36.3085292213854
3069,MA010120220805768887,통소매둘,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000102480246,1,대지,248,246.0,대전광역시 중구 대사동 248-246,301404295209.0,대전광역시 중구 대흥로24번길,23.0,,3014011000102480246014022,,대전광역시 중구 대흥로24번길 23,301846,34946,,,,127.417451552952,36.3212679946423,127.417449616638,36.3212735783298
3094,MA010120220805771700,송어촌,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100102610015,1,대지,261,15.0,대전광역시 중구 부사동 261-15,301403010004.0,대전광역시 중구 대종로,269.0,,3014011100102610015020987,,대전광역시 중구 대종로 269,301815,35049,,1,,127.438171747295,36.3112460611611,127.438170727719,36.3112459049563
3102,MA010120220805771783,명인춘천닭갈비,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700102800004,1,대지,280,4.0,대전광역시 중구 산성동 280-4,301403010022.0,대전광역시 중구 보문산로,68.0,1.0,3014011700102800004000963,,대전광역시 중구 보문산로 68-1,301819,35055,,,,127.388043179363,36.3049795905636,127.388042116054,36.3049789295913
3103,MA010120220805771788,기찻길옆식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400102740000,1,대지,274,,대전광역시 중구 중촌동 274,301403165030.0,대전광역시 중구 어덕마을로,113.0,,3014010400102740000000410,,대전광역시 중구 어덕마을로 113,301840,34805,,,,127.40632171026,36.3408605518955,127.406319493375,36.3408681023039
3106,MA010120220805766381,감나무식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100060015,1,대지,6,15.0,대전광역시 중구 문창동 6-15,301404295363.0,대전광역시 중구 보문로30번길,128.0,,3014010600100060015009614,,대전광역시 중구 보문로30번길 128,301809,35025,,,,127.43496015735,36.3195855746711,127.434950809131,36.3195900489284
3109,MA010120220805764099,내담,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600105590012,1,대지,559,12.0,대전광역시 중구 문화동 559-12,301404295391.0,대전광역시 중구 보문산로171번안길,24.0,,3014011600105590012007007,,대전광역시 중구 보문산로171번안길 24,301814,35014,,,,127.398155119062,36.3062295906374,127.398146948321,36.3062371877714
3111,MA010120220805764105,일미면옥,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102040022,1,대지,204,22.0,대전광역시 중구 유천동 204-22,301404295043.0,대전광역시 중구 계백로1615번길,29.0,,3014011500102040022010853,,대전광역시 중구 계백로1615번길 29,301842,34900,,,,127.398838440428,36.320202484663,127.398832246826,36.3202057162403
3117,MA010120220805764143,대전해장국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100770014,1,대지,77,14.0,대전광역시 중구 선화동 77-14,301403010014.0,대전광역시 중구 우암로,12.0,,3014010200100770014016772,,대전광역시 중구 우암로 12,301823,34831,,,,127.420821049984,36.3339920510198,127.420849354178,36.3340044806924
3156,MA010120220805764070,포기하지마,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103350032,1,대지,335,32.0,대전광역시 중구 유천동 335-32,301403000093.0,대전광역시 중구 대둔산로,510.0,22.0,3014011500103350032031456,,대전광역시 중구 대둔산로 510-22,301837,34978,,,,127.391054174967,36.3144130827765,127.391050285261,36.3144139528624
3163,MA010120220805764519,맛나식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140620,석교동,3014010800,호동,3014010800100090010,1,대지,9,10.0,대전광역시 중구 호동 9-10,301403010004.0,대전광역시 중구 대종로,139.0,,3014010800100090010004080,,대전광역시 중구 대종로 139,301820,35066,,1,,127.449478449089,36.3043499584007,127.449472822402,36.3043557059257
3174,MA010120220805763877,풍년산채골,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600105590001,1,대지,559,1.0,대전광역시 중구 문화동 559-1,301403010022.0,대전광역시 중구 보문산로,147.0,18.0,3014011600105590001000205,신영주택,대전광역시 중구 보문산로 147-18,301814,35014,,1,,127.397085368739,36.3063323516137,127.397076458136,36.3063349214405
3178,MA010120220805762542,빵담아,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103950001,1,대지,395,1.0,대전광역시 중구 태평동 395-1,301403165041.0,대전광역시 중구 태평로,71.0,,3014011400103950001028399,삼부프라자,대전광역시 중구 태평로 71,301713,34885,,1,,127.393401847791,36.3233023711898,127.393401285981,36.3233039427153
3185,MA010120220805764320,최가네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014012500,어남동,3014012500102840000,1,대지,284,,대전광역시 중구 어남동 284,301403165004.0,대전광역시 중구 단재로,214.0,12.0,3014012500102830000022126,,대전광역시 중구 단재로 214-12,301819,35086,,,,127.406645823367,36.2318998687299,127.406632569675,36.2318885107248
3187,MA010120220805764366,멕시카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010099,1,대지,1,99.0,대전광역시 중구 문화동 1-99,301404295022.0,대전광역시 중구 계룡로904번안길,14.0,,3014011600100010099024541,,대전광역시 중구 계룡로904번안길 14,301811,34955,,,,127.413112956226,36.3206158944837,127.41311227443,36.3206162778733
3191,MA010120220805764718,도담한정식,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500101270070,1,대지,127,70.0,대전광역시 중구 유천동 127-70,301404295045.0,대전광역시 중구 계백로1630번길,11.0,,3014011500101270070019317,,대전광역시 중구 계백로1630번길 11,301833,34965,,1,,127.401266376459,36.3187366126309,127.401262307147,36.318740647592
3205,MA010120220805764842,영단란주점,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100240000,1,대지,24,,대전광역시 중구 선화동 24,301404295562.0,대전광역시 중구 중앙로121번길,30.0,,3014010200100240000014367,,대전광역시 중구 중앙로121번길 30,301822,34838,,,,127.422828869924,36.3290809185487,127.422829186711,36.3290880640812
3210,MA010120220805764867,미가칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100370007,1,대지,37,7.0,대전광역시 중구 대흥동 37-7,301404295154.0,대전광역시 중구 대종로422번길,17.0,,3014010500100370007015826,,대전광역시 중구 대종로422번길 17,301802,34928,,,,127.430324122735,36.3230694557571,127.430317931011,36.3230762605315
3217,MA010120220805762880,토토치킨,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100100840036,1,대지,84,36.0,대전광역시 중구 부사동 84-36,301403010018.0,대전광역시 중구 충무로,147.0,,3014011100100840043019504,,대전광역시 중구 충무로 147,301815,34931,,,,127.432818156197,36.3200981593201,127.432817071263,36.320097406821
3265,MA010120220805765073,보통사람들식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103250032,1,대지,325,32.0,대전광역시 중구 유천동 325-32,301404295613.0,대전광역시 중구 태평로14번길,21.0,36.0,3014011500103250032027437,,대전광역시 중구 태평로14번길 21-36,301835,34891,,1,,127.392991240434,36.3188030305124,127.392981151893,36.3188100637715
3288,MA010120220805765934,반찬식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101980056,1,대지,198,56.0,대전광역시 중구 대사동 198-56,301403165013.0,대전광역시 중구 보문산공원로,484.0,,3014011000101980056029848,,대전광역시 중구 보문산공원로 484,301846,35052,,4,,127.421205574857,36.3121204584121,127.421202444267,36.3121327349901
